Index;Region, development group, country or area of destination;Coverage;Data type;Location code of destination;Region, development group, country or area of origin;Location code of origin;1990;1995;2000;2005;2010;2015;2020;2024
27328;Micronesia;;;954;World;900; 48111; 55641; 65258; 64621; 56989; 56064; 58798; 60987
27329;Micronesia;;;954;Central and Southern Asia;1831;  39;  57;  66;  65;  110;  149;  159;  178
27330;Micronesia;;;954;Eastern and South-Eastern Asia;1832; 24752; 32093; 40803; 37844; 29811; 28779; 30080; 31061
27331;Micronesia;;;954;Latin America and the Caribbean;1830;  562;  657;  821; 1775; 2496; 2454; 2567; 2664
27332;Micronesia;;;954;Oceania (excluding Australia and New Zealand);1835; 7617; 8697; 10032; 11060; 10782; 10696; 11251; 11715
27333;Micronesia;;;954;Australia/New Zealand;1836;  133;  134;  136;  130;  65;  69;  69;  74
27334;Micronesia;;;954;Europe and Northern America;1829; 11658; 10559; 9420; 9980; 10340; 10363; 10905; 11353
27335;Micronesia;;;954;More developed regions;901; 13399; 12326; 11307; 11729; 11812; 11805; 12411; 12917
27336;Micronesia;;;954;Less developed regions;902; 31362; 39871; 49971; 49125; 41792; 40705; 42620; 44128
27337;Micronesia;;;954;Least developed countries;941; 1011;  966;  922;  892;  364;  413;  428;  459
27338;Micronesia;;;954;Less developed regions, excluding least developed countries;934; 30351; 38905; 49049; 48233; 41428; 40292; 42192; 43669
27339;Micronesia;;;954;Less developed regions, excluding China;948; 28622; 32654; 37366; 39762; 37820; 36972; 38788; 40212
27340;Micronesia;;;954;Land-locked Developing Countries (LLDC);1636;  26;  30;  38;  37;  26;  24;  23;  23
27341;Micronesia;;;954;Small Island Developing States (SIDS);1637; 8179; 9354; 10853; 12835; 13278; 13150; 13818; 14379
27342;Micronesia;;;954;High-and-upper-middle-income countries;5503; 24308; 27448; 31973; 30231; 24923; 24474; 25590; 26529
27343;Micronesia;;;954;Low-and-Lower-middle-income countries;5504; 20453; 24749; 29305; 30623; 28681; 28036; 29441; 30516
27344;Micronesia;;;954;High-income countries;1503; 19325; 18094; 17182; 18717; 19139; 18943; 19892; 20672
27345;Micronesia;;;954;Low-and-middle-income countries;1859; 25436; 34103; 44096; 42137; 34465; 33567; 35139; 36373
27346;Micronesia;;;954;Middle-income countries;1517; 25436; 34103; 44096; 42137; 34465; 33567; 35139; 36373
27347;Micronesia;;;954;Upper-middle-income countries;1502; 4983; 9354; 14791; 11514; 5784; 5531; 5698; 5857
27348;Micronesia;;;954;Lower-middle-income countries;1501; 20453; 24749; 29305; 30623; 28681; 28036; 29441; 30516
27349;Micronesia;;;954;ASIA;935; 24791; 32150; 40869; 37909; 29921; 28928; 30239; 31239
27350;Micronesia;;;954;Eastern Asia;906; 7366; 11480; 16762; 13452; 7624; 7268; 7512; 7719
27351;Micronesia;;;954;China;156; 2735; 7214; 12601; 9357; 3967; 3726; 3826; 3910
27352;Micronesia;;;954;China, Hong Kong SAR;344;  5;  3;  4;  6;  5;  7;  6;  6
27353;Micronesia;;;954;Japan;392; 1608; 1633; 1751; 1619; 1407; 1373; 1437; 1490
27354;Micronesia;;;954;Republic of Korea;410; 3018; 2630; 2406; 2470; 2245; 2162; 2243; 2313
27355;Micronesia;;;954;Southern Asia;5501;  39;  57;  66;  65;  110;  149;  159;  178
27356;Micronesia;;;954;Bangladesh;50;  13;  27;  28;  28;  21;  18;  17;  17
27357;Micronesia;;;954;Iran (Islamic Republic of);364;..;..;..;..;  8;  98;  88;  102
27358;Micronesia;;;954;Nepal;524;  26;  30;  38;  37;  26;  24;  23;  23
27359;Micronesia;;;954;Sri Lanka;144;..;..;..;..;  55;  9;  31;  36
27360;Micronesia;;;954;South-Eastern Asia;920; 17386; 20613; 24041; 24392; 22187; 21511; 22568; 23342
27361;Micronesia;;;954;Philippines;608; 17185; 20414; 23845; 24209; 22018; 21341; 22389; 23155
27362;Micronesia;;;954;Viet Nam;704;  201;  199;  196;  183;  169;  170;  179;  187
27363;Micronesia;;;954;EUROPE;908;  4;  4;  4;  4;  5;  4;  3;  3
27364;Micronesia;;;954;Northern Europe;924;  4;  4;  4;  4;  5;  4;  3;  3
27365;Micronesia;;;954;United Kingdom*;826;  4;  4;  4;  4;  5;  4;  3;  3
27366;Micronesia;;;954;LATIN AMERICA AND THE CARIBBEAN;904;  562;  657;  821; 1775; 2496; 2454; 2567; 2664
27367;Micronesia;;;954;Caribbean;915;  562;  657;  821; 1775; 2496; 2454; 2567; 2664
27368;Micronesia;;;954;Puerto Rico*;630;  562;  657;  821; 1775; 2496; 2454; 2567; 2664
27369;Micronesia;;;954;NORTHERN AMERICA;905; 11654; 10555; 9416; 9976; 10335; 10359; 10902; 11350
27370;Micronesia;;;954;United States of America*;840; 11654; 10555; 9416; 9976; 10335; 10359; 10902; 11350
27371;Micronesia;;;954;OCEANIA;909; 7750; 8831; 10168; 11190; 10847; 10765; 11320; 11789
27372;Micronesia;;;954;Australia/New Zealand;927;  133;  134;  136;  130;  65;  69;  69;  74
27373;Micronesia;;;954;Australia*;36;  108;  110;  113;  106;  46;  51;  52;  56
27374;Micronesia;;;954;New Zealand*;554;  25;  24;  23;  24;  19;  18;  17;  18
27375;Micronesia;;;954;Melanesia;928;  216;  222;  233;  287;  309;  334;  351;  374
27376;Micronesia;;;954;Fiji;242;  205;  211;  222;  277;  295;  313;  329;  349
27377;Micronesia;;;954;Solomon Islands;90;  11;  11;  11;  10;  14;  21;  22;  25
27378;Micronesia;;;954;Micronesia;954; 7077; 8173; 9519; 10506; 10311; 10192; 10726; 11157
27379;Micronesia;;;954;Guam*;316;  639;  713;  809;  808;  603;  537;  551;  557
27380;Micronesia;;;954;Kiribati;296;  654;  614;  583;  574;  169;  211;  220;  238
27381;Micronesia;;;954;Marshall Islands;584;  151;  176;  227;  218;  191;  188;  191;  197
27382;Micronesia;;;954;Micronesia (Fed. States of);583; 2357; 3447; 4597; 5573; 6189; 6133; 6462; 6723
27383;Micronesia;;;954;Nauru;520;  522;  532;  542;  630;  719;  731;  794;  838
27384;Micronesia;;;954;Northern Mariana Islands*;580; 1172; 1227; 1287; 1291; 1250; 1236; 1310; 1367
27385;Micronesia;;;954;Palau;585; 1582; 1464; 1474; 1412; 1190; 1156; 1198; 1237
27386;Micronesia;;;954;Polynesia*;957;  324;  302;  280;  267;  162;  170;  174;  184
27387;Micronesia;;;954;American Samoa*;16;  8;  6;  6;  8;  9;  11;  10;  10
27388;Micronesia;;;954;Samoa;882;  6;  7;  7;  9;  12;  11;  10;  10
27389;Micronesia;;;954;Tonga;776;  3;  5;  5;  7;  7;  9;  8;  8
27390;Micronesia;;;954;Tuvalu;798;  307;  284;  262;  243;  134;  139;  146;  156
27391;Micronesia;;;954;Others;2003; 3350; 3444; 3980; 3767; 3385; 3554; 3767; 3942
27392;Guam*;38;B;316;World;900; 30391; 33090; 35790; 36141; 36492; 36843; 38964; 40749
27393;Guam*;38;B;316;Eastern and South-Eastern Asia;1832; 15241; 17985; 20728; 19142; 17553; 17722; 18752; 19611
27394;Guam*;38;B;316;Latin America and the Caribbean;1830;  83;  92;  101;  998; 1894; 1912; 2021; 2114
27395;Guam*;38;B;316;Oceania (excluding Australia and New Zealand);1835; 3174; 4286; 5396; 6186; 6972; 7038; 7437; 7778
27396;Guam*;38;B;316;Europe and Northern America;1829; 10705; 9345; 7985; 8430; 8875; 8961; 9476; 9910
27397;Guam*;38;B;316;More developed regions;901; 12013; 10635; 9257; 9570; 9882; 9977; 10549; 11032
27398;Guam*;38;B;316;Less developed regions;902; 17190; 21073; 24953; 25186; 25412; 25656; 27137; 28381
27399;Guam*;38;B;316;Less developed regions, excluding least developed countries;934; 17190; 21073; 24953; 25186; 25412; 25656; 27137; 28381
27400;Guam*;38;B;316;Less developed regions, excluding China;948; 16720; 20173; 23623; 24005; 24380; 24614; 26037; 27231
27401;Guam*;38;B;316;Small Island Developing States (SIDS);1637; 3257; 4378; 5497; 7184; 8866; 8950; 9458; 9892
27402;Guam*;38;B;316;High-and-upper-middle-income countries;5503; 15868; 15089; 14308; 15146; 15978; 16130; 17047; 17828
27403;Guam*;38;B;316;Low-and-Lower-middle-income countries;5504; 13335; 16619; 19902; 19610; 19316; 19503; 20639; 21585
27404;Guam*;38;B;316;High-income countries;1503; 14651; 13374; 12097; 13120; 14139; 14274; 15089; 15781
27405;Guam*;38;B;316;Low-and-middle-income countries;1859; 14552; 18334; 22113; 21636; 21155; 21359; 22597; 23632
27406;Guam*;38;B;316;Middle-income countries;1517; 14552; 18334; 22113; 21636; 21155; 21359; 22597; 23632
27407;Guam*;38;B;316;Upper-middle-income countries;1502; 1217; 1715; 2211; 2026; 1839; 1856; 1958; 2047
27408;Guam*;38;B;316;Lower-middle-income countries;1501; 13335; 16619; 19902; 19610; 19316; 19503; 20639; 21585
27409;Guam*;38;B;316;ASIA;935; 15241; 17985; 20728; 19142; 17553; 17722; 18752; 19611
27410;Guam*;38;B;316;Eastern Asia;906; 3245; 3721; 4197; 3769; 3339; 3370; 3559; 3722
27411;Guam*;38;B;316;China;156;  470;  900; 1330; 1181; 1032; 1042; 1100; 1150
27412;Guam*;38;B;316;Japan;392; 1308; 1290; 1272; 1140; 1007; 1016; 1073; 1122
27413;Guam*;38;B;316;Republic of Korea;410; 1467; 1531; 1595; 1448; 1300; 1312; 1386; 1450
27414;Guam*;38;B;316;South-Eastern Asia;920; 11996; 14264; 16531; 15373; 14214; 14352; 15193; 15889
27415;Guam*;38;B;316;Philippines;608; 11795; 14065; 16335; 15190; 14045; 14182; 15014; 15702
27416;Guam*;38;B;316;Viet Nam;704;  201;  199;  196;  183;  169;  170;  179;  187
27417;Guam*;38;B;316;LATIN AMERICA AND THE CARIBBEAN;904;  83;  92;  101;  998; 1894; 1912; 2021; 2114
27418;Guam*;38;B;316;Caribbean;915;  83;  92;  101;  998; 1894; 1912; 2021; 2114
27419;Guam*;38;B;316;Puerto Rico*;630;  83;  92;  101;  998; 1894; 1912; 2021; 2114
27420;Guam*;38;B;316;NORTHERN AMERICA;905; 10705; 9345; 7985; 8430; 8875; 8961; 9476; 9910
27421;Guam*;38;B;316;United States of America*;840; 10705; 9345; 7985; 8430; 8875; 8961; 9476; 9910
27422;Guam*;38;B;316;OCEANIA;909; 3174; 4286; 5396; 6186; 6972; 7038; 7437; 7778
27423;Guam*;38;B;316;Micronesia;954; 3174; 4286; 5396; 6186; 6972; 7038; 7437; 7778
27424;Guam*;38;B;316;Marshall Islands;584;  40;  76;  111;  112;  112;  113;  118;  123
27425;Guam*;38;B;316;Micronesia (Fed. States of);583; 1339; 2355; 3371; 4237; 5102; 5151; 5446; 5696
27426;Guam*;38;B;316;Northern Mariana Islands*;580; 1088; 1116; 1144; 1104; 1063; 1073; 1133; 1185
27427;Guam*;38;B;316;Palau;585;  707;  739;  770;  733;  695;  701;  740;  774
27428;Guam*;38;B;316;Others;2003; 1188; 1382; 1580; 1385; 1198; 1210; 1278; 1336
27429;Kiribati;;B;296;World;900; 1055; 1084; 1095; 1175; 1356; 1380; 1476; 1559
27430;Kiribati;;B;296;Oceania (excluding Australia and New Zealand);1835;  796;  805;  815;  944; 1075; 1092; 1177; 1243
27431;Kiribati;;B;296;Australia/New Zealand;1836;  38;  47;  56;  55;  55;  54;  54;  57
27432;Kiribati;;B;296;Europe and Northern America;1829;  31;  24;  17;  16;  16;  15;  13;  14
27433;Kiribati;;B;296;More developed regions;901;  69;  71;  73;  71;  71;  69;  67;  71
27434;Kiribati;;B;296;Less developed regions;902;  796;  805;  815;  944; 1075; 1092; 1177; 1243
27435;Kiribati;;B;296;Least developed countries;941;  174;  162;  150;  138;  126;  127;  134;  142
27436;Kiribati;;B;296;Less developed regions, excluding least developed countries;934;  622;  643;  665;  806;  949;  965; 1043; 1101
27437;Kiribati;;B;296;Less developed regions, excluding China;948;  796;  805;  815;  944; 1075; 1092; 1177; 1243
27438;Kiribati;;B;296;Small Island Developing States (SIDS);1637;  796;  805;  815;  944; 1075; 1092; 1177; 1243
27439;Kiribati;;B;296;High-and-upper-middle-income countries;5503;  865;  876;  888; 1015; 1146; 1161; 1244; 1314
27440;Kiribati;;B;296;High-income countries;1503;  591;  603;  615;  701;  790;  800;  861;  909
27441;Kiribati;;B;296;Low-and-middle-income countries;1859;  274;  273;  273;  314;  356;  361;  383;  405
27442;Kiribati;;B;296;Middle-income countries;1517;  274;  273;  273;  314;  356;  361;  383;  405
27443;Kiribati;;B;296;Upper-middle-income countries;1502;  274;  273;  273;  314;  356;  361;  383;  405
27444;Kiribati;;B;296;EUROPE;908;  4;  4;  4;  4;  5;  4;  3;  3
27445;Kiribati;;B;296;Northern Europe;924;  4;  4;  4;  4;  5;  4;  3;  3
27446;Kiribati;;B;296;United Kingdom*;826;  4;  4;  4;  4;  5;  4;  3;  3
27447;Kiribati;;B;296;NORTHERN AMERICA;905;  27;  20;  13;  12;  11;  11;  10;  11
27448;Kiribati;;B;296;United States of America*;840;  27;  20;  13;  12;  11;  11;  10;  11
27449;Kiribati;;B;296;OCEANIA;909;  834;  852;  871;  999; 1130; 1146; 1231; 1300
27450;Kiribati;;B;296;Australia/New Zealand;927;  38;  47;  56;  55;  55;  54;  54;  57
27451;Kiribati;;B;296;Australia*;36;  24;  33;  42;  39;  36;  36;  37;  39
27452;Kiribati;;B;296;New Zealand*;554;  14;  14;  14;  16;  19;  18;  17;  18
27453;Kiribati;;B;296;Melanesia;928;  100;  111;  123;  176;  230;  234;  249;  263
27454;Kiribati;;B;296;Fiji;242;  100;  111;  123;  176;  230;  234;  249;  263
27455;Kiribati;;B;296;Micronesia;954;  522;  532;  542;  630;  719;  731;  794;  838
27456;Kiribati;;B;296;Nauru;520;  522;  532;  542;  630;  719;  731;  794;  838
27457;Kiribati;;B;296;Polynesia*;957;  174;  162;  150;  138;  126;  127;  134;  142
27458;Kiribati;;B;296;Tuvalu;798;  174;  162;  150;  138;  126;  127;  134;  142
27459;Kiribati;;B;296;Others;2003;  190;  208;  207;  160;  210;  219;  232;  245
27460;Marshall Islands;;B;584;World;900;  437;  564;  727;  932; 1194; 1273; 1277; 1281
27461;Marshall Islands;;B;584;Eastern and South-Eastern Asia;1832;  87;  135;  184;  253;  313;  337;  335;  336
27462;Marshall Islands;;B;584;Oceania (excluding Australia and New Zealand);1835;  74;  94;  130;  180;  240;  254;  255;  255
27463;Marshall Islands;;B;584;Europe and Northern America;1829;  234;  280;  341;  405;  520;  554;  560;  563
27464;Marshall Islands;;B;584;More developed regions;901;  234;  280;  341;  405;  520;  554;  560;  563
27465;Marshall Islands;;B;584;Less developed regions;902;  161;  229;  314;  433;  553;  591;  590;  591
27466;Marshall Islands;;B;584;Least developed countries;941;  27;  35;  51;  74;  100;  106;  105;  105
27467;Marshall Islands;;B;584;Less developed regions, excluding least developed countries;934;  134;  194;  263;  359;  453;  485;  485;  486
27468;Marshall Islands;;B;584;Less developed regions, excluding China;948;  156;  201;  268;  358;  456;  484;  484;  485
27469;Marshall Islands;;B;584;Small Island Developing States (SIDS);1637;  74;  94;  130;  180;  240;  254;  255;  255
27470;Marshall Islands;;B;584;High-and-upper-middle-income countries;5503;  254;  325;  410;  510;  659;  705;  709;  712
27471;Marshall Islands;;B;584;Low-and-Lower-middle-income countries;5504;  141;  184;  245;  328;  414;  440;  441;  442
27472;Marshall Islands;;B;584;High-income countries;1503;  234;  280;  341;  405;  520;  554;  560;  563
27473;Marshall Islands;;B;584;Low-and-middle-income countries;1859;  161;  229;  314;  433;  553;  591;  590;  591
27474;Marshall Islands;;B;584;Middle-income countries;1517;  161;  229;  314;  433;  553;  591;  590;  591
27475;Marshall Islands;;B;584;Upper-middle-income countries;1502;  20;  45;  69;  105;  139;  151;  149;  149
27476;Marshall Islands;;B;584;Lower-middle-income countries;1501;  141;  184;  245;  328;  414;  440;  441;  442
27477;Marshall Islands;;B;584;ASIA;935;  87;  135;  184;  253;  313;  337;  335;  336
27478;Marshall Islands;;B;584;Eastern Asia;906;  5;  28;  46;  75;  97;  107;  106;  106
27479;Marshall Islands;;B;584;China;156;  5;  28;  46;  75;  97;  107;  106;  106
27480;Marshall Islands;;B;584;South-Eastern Asia;920;  82;  107;  138;  178;  216;  230;  229;  230
27481;Marshall Islands;;B;584;Philippines;608;  82;  107;  138;  178;  216;  230;  229;  230
27482;Marshall Islands;;B;584;NORTHERN AMERICA;905;  234;  280;  341;  405;  520;  554;  560;  563
27483;Marshall Islands;;B;584;United States of America*;840;  234;  280;  341;  405;  520;  554;  560;  563
27484;Marshall Islands;;B;584;OCEANIA;909;  74;  94;  130;  180;  240;  254;  255;  255
27485;Marshall Islands;;B;584;Melanesia;928;  15;  17;  23;  30;  42;  44;  43;  43
27486;Marshall Islands;;B;584;Fiji;242;  15;  17;  23;  30;  42;  44;  43;  43
27487;Marshall Islands;;B;584;Micronesia;954;  59;  77;  107;  150;  198;  210;  212;  212
27488;Marshall Islands;;B;584;Kiribati;296;  27;  35;  51;  74;  100;  106;  105;  105
27489;Marshall Islands;;B;584;Micronesia (Fed. States of);583;  32;  42;  56;  76;  98;  104;  107;  107
27490;Marshall Islands;;B;584;Others;2003;  42;  55;  72;  94;  121;  128;  127;  127
27491;Micronesia (Fed. States of);;B;583;World;900; 1586; 1223; 1395; 1340; 1303; 1283; 1317; 1346
27492;Micronesia (Fed. States of);;B;583;Eastern and South-Eastern Asia;1832;  133;  100;  112;  109;  104;  103;  100;  101
27493;Micronesia (Fed. States of);;B;583;Oceania (excluding Australia and New Zealand);1835;  300;  235;  265;  260;  256;  253;  249;  254
27494;Micronesia (Fed. States of);;B;583;Europe and Northern America;1829;  100;  77;  87;  83;  80;  78;  78;  80
27495;Micronesia (Fed. States of);;B;583;More developed regions;901;  128;  98;  110;  105;  101;  98;  97;  99
27496;Micronesia (Fed. States of);;B;583;Less developed regions;902;  405;  314;  354;  347;  339;  336;  330;  336
27497;Micronesia (Fed. States of);;B;583;Less developed regions, excluding least developed countries;934;  405;  314;  354;  347;  339;  336;  330;  336
27498;Micronesia (Fed. States of);;B;583;Less developed regions, excluding China;948;  400;  311;  350;  341;  334;  329;  324;  330
27499;Micronesia (Fed. States of);;B;583;Small Island Developing States (SIDS);1637;  300;  235;  265;  260;  256;  253;  249;  254
27500;Micronesia (Fed. States of);;B;583;High-and-upper-middle-income countries;5503;  454;  349;  394;  383;  370;  366;  360;  367
27501;Micronesia (Fed. States of);;B;583;Low-and-Lower-middle-income countries;5504;  79;  63;  70;  69;  70;  68;  67;  68
27502;Micronesia (Fed. States of);;B;583;High-income countries;1503;  235;  177;  198;  193;  186;  184;  178;  181
27503;Micronesia (Fed. States of);;B;583;Low-and-middle-income countries;1859;  298;  235;  266;  259;  254;  250;  249;  254
27504;Micronesia (Fed. States of);;B;583;Middle-income countries;1517;  298;  235;  266;  259;  254;  250;  249;  254
27505;Micronesia (Fed. States of);;B;583;Upper-middle-income countries;1502;  219;  172;  196;  190;  184;  182;  182;  186
27506;Micronesia (Fed. States of);;B;583;Lower-middle-income countries;1501;  79;  63;  70;  69;  70;  68;  67;  68
27507;Micronesia (Fed. States of);;B;583;ASIA;935;  133;  100;  112;  109;  104;  103;  100;  101
27508;Micronesia (Fed. States of);;B;583;Eastern Asia;906;  60;  44;  49;  49;  46;  46;  43;  43
27509;Micronesia (Fed. States of);;B;583;China, Hong Kong SAR;344;  5;  3;  4;  6;  5;  7;  6;  6
27510;Micronesia (Fed. States of);;B;583;Japan;392;  28;  21;  23;  22;  21;  20;  19;  19
27511;Micronesia (Fed. States of);;B;583;Republic of Korea;410;  27;  20;  22;  21;  20;  19;  18;  18
27512;Micronesia (Fed. States of);;B;583;South-Eastern Asia;920;  73;  56;  63;  60;  58;  57;  57;  58
27513;Micronesia (Fed. States of);;B;583;Philippines;608;  73;  56;  63;  60;  58;  57;  57;  58
27514;Micronesia (Fed. States of);;B;583;NORTHERN AMERICA;905;  100;  77;  87;  83;  80;  78;  78;  80
27515;Micronesia (Fed. States of);;B;583;United States of America*;840;  100;  77;  87;  83;  80;  78;  78;  80
27516;Micronesia (Fed. States of);;B;583;OCEANIA;909;  300;  235;  265;  260;  256;  253;  249;  254
27517;Micronesia (Fed. States of);;B;583;Micronesia;954;  283;  217;  247;  236;  228;  222;  221;  226
27518;Micronesia (Fed. States of);;B;583;Guam*;316;  23;  17;  19;  18;  17;  16;  15;  15
27519;Micronesia (Fed. States of);;B;583;Marshall Islands;584;  54;  41;  46;  44;  42;  41;  40;  41
27520;Micronesia (Fed. States of);;B;583;Northern Mariana Islands*;580;  44;  33;  37;  35;  34;  33;  32;  33
27521;Micronesia (Fed. States of);;B;583;Palau;585;  162;  126;  145;  139;  135;  132;  134;  137
27522;Micronesia (Fed. States of);;B;583;Polynesia*;957;  17;  18;  18;  24;  28;  31;  28;  28
27523;Micronesia (Fed. States of);;B;583;American Samoa*;16;  8;  6;  6;  8;  9;  11;  10;  10
27524;Micronesia (Fed. States of);;B;583;Samoa;882;  6;  7;  7;  9;  12;  11;  10;  10
27525;Micronesia (Fed. States of);;B;583;Tonga;776;  3;  5;  5;  7;  7;  9;  8;  8
27526;Micronesia (Fed. States of);;B;583;Others;2003; 1053;  811;  931;  888;  863;  849;  890;  911
27527;Nauru;;C R;520;World;900; 1309; 1210; 1111; 1045;  420;  796;  904; 1047
27528;Nauru;;C R;520;Central and Southern Asia;1831;..;..;..;..;  63;  107;  119;  138
27529;Nauru;;C R;520;Eastern and South-Eastern Asia;1832;  243;  224;  205;  195;  62;  94;  101;  117
27530;Nauru;;C R;520;Oceania (excluding Australia and New Zealand);1835;  861;  795;  731;  686;  114;  173;  186;  215
27531;Nauru;;C R;520;Australia/New Zealand;1836;  95;  87;  80;  75;  10;  15;  15;  17
27532;Nauru;;C R;520;More developed regions;901;  95;  87;  80;  75;  10;  15;  15;  17
27533;Nauru;;C R;520;Less developed regions;902; 1104; 1019;  936;  881;  239;  374;  406;  470
27534;Nauru;;C R;520;Least developed countries;941;  771;  712;  655;  615;  91;  138;  149;  172
27535;Nauru;;C R;520;Less developed regions, excluding least developed countries;934;  333;  307;  281;  266;  148;  236;  257;  298
27536;Nauru;;C R;520;Less developed regions, excluding China;948;  895;  826;  759;  712;  188;  296;  321;  372
27537;Nauru;;C R;520;Small Island Developing States (SIDS);1637;  861;  795;  731;  686;  114;  173;  186;  215
27538;Nauru;;C R;520;High-and-upper-middle-income countries;5503;  527;  485;  445;  420;  92;  140;  149;  172
27539;Nauru;;C R;520;Low-and-Lower-middle-income countries;5504;  672;  621;  571;  536;  157;  249;  272;  315
27540;Nauru;;C R;520;High-income countries;1503;  95;  87;  80;  75;  10;  15;  15;  17
27541;Nauru;;C R;520;Low-and-middle-income countries;1859; 1104; 1019;  936;  881;  239;  374;  406;  470
27542;Nauru;;C R;520;Middle-income countries;1517; 1104; 1019;  936;  881;  239;  374;  406;  470
27543;Nauru;;C R;520;Upper-middle-income countries;1502;  432;  398;  365;  345;  82;  125;  134;  155
27544;Nauru;;C R;520;Lower-middle-income countries;1501;  672;  621;  571;  536;  157;  249;  272;  315
27545;Nauru;;C R;520;ASIA;935;  243;  224;  205;  195;  125;  201;  220;  255
27546;Nauru;;C R;520;Eastern Asia;906;  209;  193;  177;  169;  51;  78;  85;  98
27547;Nauru;;C R;520;China;156;  209;  193;  177;  169;  51;  78;  85;  98
27548;Nauru;;C R;520;Southern Asia;5501;..;..;..;..;  63;  107;  119;  138
27549;Nauru;;C R;520;Iran (Islamic Republic of);364;..;..;..;..;  8;  98;  88;  102
27550;Nauru;;C R;520;Sri Lanka;144;..;..;..;..;  55;  9;  31;  36
27551;Nauru;;C R;520;South-Eastern Asia;920;  34;  31;  28;  26;  11;  16;  16;  19
27552;Nauru;;C R;520;Philippines;608;  34;  31;  28;  26;  11;  16;  16;  19
27553;Nauru;;C R;520;OCEANIA;909;  956;  882;  811;  761;  124;  188;  201;  232
27554;Nauru;;C R;520;Australia/New Zealand;927;  95;  87;  80;  75;  10;  15;  15;  17
27555;Nauru;;C R;520;Australia*;36;  84;  77;  71;  67;  10;  15;  15;  17
27556;Nauru;;C R;520;New Zealand*;554;  11;  10;  9;  8;..;..;..;..
27557;Nauru;;C R;520;Melanesia;928;  101;  94;  87;  81;  37;  56;  59;  68
27558;Nauru;;C R;520;Fiji;242;  90;  83;  76;  71;  23;  35;  37;  43
27559;Nauru;;C R;520;Solomon Islands;90;  11;  11;  11;  10;  14;  21;  22;  25
27560;Nauru;;C R;520;Micronesia;954;  627;  579;  532;  500;  69;  105;  115;  133
27561;Nauru;;C R;520;Kiribati;296;  627;  579;  532;  500;  69;  105;  115;  133
27562;Nauru;;C R;520;Polynesia*;957;  133;  122;  112;  105;  8;  12;  12;  14
27563;Nauru;;C R;520;Tuvalu;798;  133;  122;  112;  105;  8;  12;  12;  14
27564;Nauru;;C R;520;Others;2003;  110;  104;  95;  89;  171;  407;  483;  560
27565;Northern Mariana Islands*;39;B;580;World;900; 12332; 16529; 22735; 21565; 13945; 12548; 12660; 12751
27566;Northern Mariana Islands*;39;B;580;Central and Southern Asia;1831;  39;  57;  66;  65;  47;  42;  40;  40
27567;Northern Mariana Islands*;39;B;580;Eastern and South-Eastern Asia;1832; 8389; 12377; 17874; 16535; 10254; 9226; 9313; 9381
27568;Northern Mariana Islands*;39;B;580;Latin America and the Caribbean;1830;  479;  565;  720;  777;  602;  542;  546;  550
27569;Northern Mariana Islands*;39;B;580;Oceania (excluding Australia and New Zealand);1835; 2230; 2125; 2283; 2280; 1599; 1439; 1446; 1456
27570;Northern Mariana Islands*;39;B;580;Europe and Northern America;1829;  469;  601;  807;  868;  670;  603;  607;  611
27571;Northern Mariana Islands*;39;B;580;More developed regions;901;  721;  883; 1155; 1251;  975;  877;  882;  888
27572;Northern Mariana Islands*;39;B;580;Less developed regions;902; 10885; 14842; 20595; 19274; 12197; 10975; 11070; 11150
27573;Northern Mariana Islands*;39;B;580;Least developed countries;941;  39;  57;  66;  65;  47;  42;  40;  40
27574;Northern Mariana Islands*;39;B;580;Less developed regions, excluding least developed countries;934; 10846; 14785; 20529; 19209; 12150; 10933; 11030; 11110
27575;Northern Mariana Islands*;39;B;580;Less developed regions, excluding China;948; 8925; 8926; 10002; 11503; 9572; 8613; 8688; 8751
27576;Northern Mariana Islands*;39;B;580;Land-locked Developing Countries (LLDC);1636;  26;  30;  38;  37;  26;  24;  23;  23
27577;Northern Mariana Islands*;39;B;580;Small Island Developing States (SIDS);1637; 2709; 2690; 3003; 3057; 2201; 1981; 1992; 2006
27578;Northern Mariana Islands*;39;B;580;High-and-upper-middle-income countries;5503; 6005; 9669; 14517; 12027; 5945; 5350; 5387; 5424
27579;Northern Mariana Islands*;39;B;580;Low-and-Lower-middle-income countries;5504; 5601; 6056; 7233; 8498; 7227; 6502; 6565; 6614
27580;Northern Mariana Islands*;39;B;580;High-income countries;1503; 3275; 3095; 3295; 3654; 2923; 2631; 2648; 2666
27581;Northern Mariana Islands*;39;B;580;Low-and-middle-income countries;1859; 8331; 12630; 18455; 16871; 10249; 9221; 9304; 9372
27582;Northern Mariana Islands*;39;B;580;Middle-income countries;1517; 8331; 12630; 18455; 16871; 10249; 9221; 9304; 9372
27583;Northern Mariana Islands*;39;B;580;Upper-middle-income countries;1502; 2730; 6574; 11222; 8373; 3022; 2719; 2739; 2758
27584;Northern Mariana Islands*;39;B;580;Lower-middle-income countries;1501; 5601; 6056; 7233; 8498; 7227; 6502; 6565; 6614
27585;Northern Mariana Islands*;39;B;580;ASIA;935; 8428; 12434; 17940; 16600; 10301; 9268; 9353; 9421
27586;Northern Mariana Islands*;39;B;580;Eastern Asia;906; 3733; 7271; 11697; 9124; 3824; 3441; 3468; 3492
27587;Northern Mariana Islands*;39;B;580;China;156; 1960; 5916; 10593; 7771; 2625; 2362; 2382; 2399
