ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num;Country_en;Conflict_en;Winner_en;PartOf_en;Context_en;Place_en
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2885397;Battle of La Mesa;batalha;;;1847-01-09T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q934111;Vernon;Point(-118.20482222 34.00240278);;participant;;United States;Battle of La Mesa;;Mexican-American War;;Vernon
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871820;Battle of Mulege;batalha;;;1847-10-02T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q1020747;Mulegé;;;participant;;United States;Battle of Mulege;;Mexican-American War;;Mulegé
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872300;Battle of Santa Clara;batalha;;;1847-01-02T00:00:00Z;;;1847;;;;;;;;;Point(-121.95333333 37.35333333);;participant;;United States;Battle of Santa Clara;;;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q5452525;First Battle of Mora;batalha;;;1847-01-24T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q7684314;Revolta Taos;;;http://www.wikidata.org/entity/Q487236;condado de Mora;;;participant;;United States;First Battle of Mora;;Taos Revolt;;Mora County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q5452547;First Battle of Tuxpan;batalha;;;1847-04-18T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q6154758;Tuxpan;;;participant;;United States;First Battle of Tuxpan;;Mexican-American War;;Túxpan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q7443100;Second Battle of Mora;batalha;;;1847-02-01T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q3183004;Mora;;;participant;;United States;Second Battle of Mora;;Mexican-American War;;Mora
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q7443124;Second Battle of Tuxpan;batalha;;;1847-06-01T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q6154758;Tuxpan;;;participant;;United States;Second Battle of Tuxpan;;Mexican-American War;;Túxpan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q7784783;Third Battle of Tuxpan;batalha;;;1847-06-30T00:00:00Z;;;1847;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q6154758;Tuxpan;;;participant;;United States;Third Battle of Tuxpan;;Mexican-American War;;Túxpan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872305;Battle of Santa Cruz de Rosales;batalha;;;1848-03-16T00:00:00Z;;;1848;;;http://www.wikidata.org/entity/Q6683;Guerra Mexicano-Americana;;;http://www.wikidata.org/entity/Q7419450;Santa Cruz de Rosales;;;participant;;United States;Battle of Santa Cruz de Rosales;;Mexican-American War;;Santa Cruz de Rosales
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q15980725;Skirmish of Todos Santos;batalha;;;1848-03-30T00:00:00Z;;;1848;;;http://www.wikidata.org/entity/Q7122359;Pacific Coast Campaign;;;http://www.wikidata.org/entity/Q1658489;Todos los Santos;;;participant;;United States;Skirmish of Todos Santos;;Pacific Coast Campaign;;Todos los Santos
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870748;Battle of Cieneguilla;batalha;;;1854-03-30T00:00:00Z;;;1854;;;http://www.wikidata.org/entity/Q6192082;Jicarilla War;;;http://www.wikidata.org/entity/Q7193762;Pilar;;;participant;;United States;Battle of Cieneguilla;;Jicarilla War;;Pilar
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871935;Battle of Ojo Caliente Canyon;batalha;;;1854-04-08T00:00:00Z;;;1854;;;http://www.wikidata.org/entity/Q6192082;Jicarilla War;;;;;;;participant;;United States;Battle of Ojo Caliente Canyon;;Jicarilla War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872907;Battle of the Diablo Mountains;batalha;;;1854-10-03T00:00:00Z;;;1854;;;http://www.wikidata.org/entity/Q6192082;Jicarilla War;;;;;Point(-104.89952 31.4011);;participant;;United States;Battle of the Diablo Mountains;;Jicarilla War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q1543656;Grattan massacre;batalha;;;1854-08-19T00:00:00Z;;;1854;;;http://www.wikidata.org/entity/Q3778746;Sioux Wars;;;;;Point(-104.405694444 42.132222222);;participant;;United States;Grattan massacre;;Sioux Wars;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2237324;Battle of Ash Hollow;batalha;;;1855-09-03T00:00:00Z;;;1855;;;http://www.wikidata.org/entity/Q3778746;Sioux Wars;;;http://www.wikidata.org/entity/Q4804396;Ash Hollow State Historical Park;Point(-102.122777777 41.298611111);;participant;;United States;Battle of Ash Hollow;;Sioux Wars;;Ash Hollow State Historical Park
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872570;Battle of Toppenish Creek;batalha;;;1855-10-05T00:00:00Z;;;1855;;;http://www.wikidata.org/entity/Q3119015;Yakima War;;;;;;;participant;;United States;Battle of Toppenish Creek;;Yakima War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872616;Battle of Ty-ho Bay;batalha naval;;;1855-08-04T00:00:00Z;;;1855;;;;;;;;;Point(113.85 22.2672);;participant;;United States;Battle of Ty-ho Bay;;;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870785;Battle of Cooke's Spring;batalha;;;1857-03-09T00:00:00Z;;;1857;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;;;;;participant;;United States;Battle of Cooke's Spring;;Apache Wars;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870867;Battle of Devil's River;batalha;;;1857-07-20T00:00:00Z;;;1857;;;http://www.wikidata.org/entity/Q5150525;Comanche Wars;;;http://www.wikidata.org/entity/Q5267445;Devils River;Point(-101.093 30.178);;participant;;United States;Battle of Devil's River;;Comanche Wars;;Devils River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872041;Battle of Pima Butte;batalha;;;1857-09-01T00:00:00Z;;;1857;;;http://www.wikidata.org/entity/Q849680;Guerras indígenas nos Estados Unidos;;;;;;;participant;;United States;Battle of Pima Butte;;American Indian Wars;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872042;Battle of Pine Creek;batalha;;;1858-05-17T00:00:00Z;;;1858;;;http://www.wikidata.org/entity/Q3119015;Yakima War;;;http://www.wikidata.org/entity/Q1507139;Rosalia;Point(-117.36527778 47.22861111);;participant;;United States;Battle of Pine Creek;;Yakima War;;Rosalia
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872185;Battle of Rio Grande City;batalha;;;1859-12-27T00:00:00Z;;;1859;;;http://www.wikidata.org/entity/Q5173309;Cortina Troubles;;;http://www.wikidata.org/entity/Q981868;Rio Grande City;Point(-98.8203 26.3788);;participant;;United States;Battle of Rio Grande City;;Cortina Troubles;;Rio Grande City
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q13581505;Batalha do Pease River;batalha;;;1860-12-19T00:00:00Z;;;1860;;;http://www.wikidata.org/entity/Q849680;Guerras indígenas nos Estados Unidos;;;http://www.wikidata.org/entity/Q49540726;Pease River Battlefield;Point(-99.5951 34.0698);;participant;;United States;Battle of Pease River;;American Indian Wars;;Pease River Battlefield
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872952;Battle of the Mimbres River;batalha;;;1860-12-04T00:00:00Z;;;1860;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q6862019;Mimbres River;;;participant;;United States;Battle of the Mimbres River;;Apache Wars;;Mimbres River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q7125242;Paiute War;guerra;;;1860-01-01T00:00:00Z;;;1860;;;http://www.wikidata.org/entity/Q849680;Guerras indígenas nos Estados Unidos;;;http://www.wikidata.org/entity/Q761535;Pyramid Lake;;;participant;;United States;Paiute War;;American Indian Wars;;Pyramid Lake
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870769;Battle of Cockle Creek;batalha naval;;;1861-10-05T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q1073686;Chincoteague;;;participant;;United States;Battle of Cockle Creek;;American Civil War;;Chincoteague
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870786;Battle of Cookes Canyon;batalha;;;1861-01-01T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q5167046;Cookes Range;Point(-107.66782 32.45778);;participant;;United States;Battle of Cookes Canyon;;American Civil War;;Cookes Range
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q1958052;Battle of Corrick's Ford;batalha;;;1861-07-13T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q118743;Condado de Tucker;Point(-79.685 39.08777778);;participant;;United States;Battle of Corrick's Ford;;American Civil War;;Tucker County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q128967762;Battle of Monday's Hollow;batalha;;;1861-10-13T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q484767;condado de Camden;;;participant;;United States;Battle of Monday's Hollow;;American Civil War;;Camden County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872915;Battle of the Florida Mountains;batalha;;;1861-01-01T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q5461522;Florida Mountains;Point(-107.62173 32.12373);;participant;;United States;Battle of the Florida Mountains;;American Civil War;;Florida Mountains
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4090339;Battle of the Head of Passes;batalha naval;;;1861-10-12T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q14691651;Head of Passes;Point(-89.254 29.157);;participant;;United States;Battle of the Head of Passes;;American Civil War;;Head of Passes
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q751186;Batalha de Fredericksburg;batalha;;;1862-01-01T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q506202;condado de Spotsylvania;Point(-77.4705 38.2995);;participant;;United States;Battle of Fredericksburg;;American Civil War;;Spotsylvania County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2887870;Battle of Apache Pass;batalha;;;1862-07-16T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q2858094;Apache Pass;Point(-109.453 32.157);;participant;;United States;Battle of Apache Pass;;American Civil War;;Apache Pass
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2087443;Battle of Galveston Harbor;batalha naval;;;1862-10-04T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q135744;Galveston;Point(-94.774 29.3397);;participant;;United States;Battle of Galveston Harbor;;American Civil War;;Galveston
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q29075611;Battle of Lexington, Tennessee;batalha;;;1862-12-18T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q1961857;Lexington;;;participant;;United States;Battle of Lexington, Tennessee;;American Civil War;;Lexington
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q104726548;Battle of St. Charles;batalha;;;1862-06-17T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q2496537;Teatro Trans-Mississippi da Guerra Civil Americana;;;http://www.wikidata.org/entity/Q61414;condado de Arkansas;Point(-91.126111111 34.378055555);;participant;;United States;Battle of St. Charles;;Trans-Mississippi theater of the American Civil War;;Arkansas County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q5452511;First Battle of Dragoon Springs;batalha;;;1862-05-05T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q1988889;Dragoon Mountains;Point(-110.022508 31.997613);;participant;;United States;First Battle of Dragoon Springs;;Apache Wars;;Dragoon Mountains
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q1387983;First Battle of Memphis;batalha naval;;;1862-06-06T00:00:00Z;;;1862;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q1497;Rio Mississípi;Point(-90.1558 35.1291);;participant;;United States;First Battle of Memphis;;American Civil War;;Mississippi River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q3514809;Action off Galveston Light;batalha naval;;;1863-01-11T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q135744;Galveston;Point(-94.657173 29.319931);;participant;;United States;Action off Galveston Light;;American Civil War;;Galveston
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2889974;Batalha de Shimonoseki;batalha naval;;;1863-07-16T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q891773;Bombardeio de Shimonoseki;;;http://www.wikidata.org/entity/Q494894;Estreito de Kanmon;;;participant;;United States;Battle of Shimonoseki Straits;;Shimonoseki Campaign;;Kanmon Straits
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870485;Battle of Big Mound;batalha;;;1863-07-24T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q3778746;Sioux Wars;;;http://www.wikidata.org/entity/Q1117425;Território de Dakota;Point(-99.629087 47.024036);;participant;;United States;Battle of Big Mound;;Sioux Wars;;Dakota Territory
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870853;Battle of Dead Buffalo Lake;batalha;;;1863-07-26T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q3778746;Sioux Wars;;;http://www.wikidata.org/entity/Q1117425;Território de Dakota;Point(-99.7846 46.8961);;participant;;United States;Battle of Dead Buffalo Lake;;Sioux Wars;;Dakota Territory
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2457962;Battle of Devil's Backbone;batalha;;;1863-09-01T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q2496537;Teatro Trans-Mississippi da Guerra Civil Americana;;;http://www.wikidata.org/entity/Q61176;condado de Sebastian;Point(-94.3106 35.1785);;participant;;United States;Battle of Devil's Backbone;;Trans-Mississippi theater of the American Civil War;;Sebastian County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4677179;Battle of Fayetteville;batalha;;;1863-04-18T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q219526;Fayetteville;Point(-94.156889 36.066778);;participant;;United States;Battle of Fayetteville;;American Civil War;;Fayetteville
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2282207;Battle of Helena;batalha;;;1863-07-04T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;http://www.wikidata.org/entity/Q61470;condado de Phillips;Point(-90.596944444 34.526111111);;participant;;United States;Battle of Helena;;American Civil War;American Civil War;Phillips County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2043320;Battle of Jackson;batalha;;;1863-05-14T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q28198;Jackson;Point(-90.2 32.2875);;participant;;United States;Battle of Jackson;;American Civil War;;Jackson
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872445;Battle of Stony Lake;batalha;;;1863-07-28T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q3778746;Sioux Wars;;;http://www.wikidata.org/entity/Q1117425;Território de Dakota;Point(-100.1843 46.8514);;participant;;United States;Battle of Stony Lake;;Sioux Wars;;Dakota Territory
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q5452506;First Battle of Collierville;batalha;;;1863-10-11T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q2988047;Teatro Ocidental da Guerra Civil Americana;;;http://www.wikidata.org/entity/Q501602;Condado de Shelby;Point(-89.6645 35.044);;participant;;United States;First Battle of Collierville;;Western Theater of the American Civil War;;Shelby County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2748737;Second Battle of Collierville;batalha;;;1863-11-03T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q2988047;Teatro Ocidental da Guerra Civil Americana;;;http://www.wikidata.org/entity/Q501602;Condado de Shelby;Point(-89.6645 35.044);;participant;;United States;Second Battle of Collierville;;Western Theater of the American Civil War;;Shelby County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q21187985;Skirmish at Ashley's Mills;batalha;;;1863-09-07T00:00:00Z;;;1863;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q2579357;Scott;Point(-92.095916666 34.701722222);;participant;;United States;Skirmish at Ashley's Mills;;American Civil War;;Scott
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q18207868;Ambush of the steamboat J. R. Williams;batalha naval;;;1864-05-10T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q8319;Rio Arkansas;;;participant;;United States;Ambush of the steamboat J. R. Williams;;American Civil War;;Arkansas River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q1538874;Batalha de Spotsylvania Court House;batalha;;;1864-05-13T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q506202;condado de Spotsylvania;Point(-77.598055555 38.224166666);;participant;;United States;Battle of Spotsylvania Court House;;American Civil War;;Spotsylvania County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870278;Battle of Altamaha Bridge;batalha;;;1864-12-19T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q491762;Condado de Wayne;Point(-81.8275 31.655);;participant;;United States;Battle of Altamaha Bridge;;American Civil War;;Wayne County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870552;Battle of Brice's Cross Roads;batalha;;;1864-06-10T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q1494;Mississippi;Point(-88.728888888 34.506111111);;participant;;United States;Battle of Brice's Cross Roads;;American Civil War;;Mississippi
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2364944;Battle of Cherbourg;batalha naval;;;1864-06-19T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q34640;Canal da Mancha;Point(-1.695 49.7525);;participant;;United States;Battle of Cherbourg;;American Civil War;;English Channel
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q676148;Battle of Mansfield;batalha;;;1864-04-08T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q383739;Paróquia de De Soto;Point(-93.6652 32.0121);;participant;;United States;Battle of Mansfield;;American Civil War;;DeSoto Parish
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871799;Battle of Mount Gray;batalha;;;1864-04-07T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q2068238;Peloncillo Mountains;Point(-111.47361111 35.74583333);;participant;;United States;Battle of Mount Gray;;Apache Wars;;Peloncillo Mountains
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872003;Battle of Pecos River;batalha;;;1864-01-04T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q3778744;Navajo Wars;;;http://www.wikidata.org/entity/Q1356561;Rio Pecos;;;participant;;United States;Battle of Pecos River;;Navajo Wars;;Pecos River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q572095;Battle of Pleasant Hill;batalha;;;1864-04-09T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q383739;Paróquia de De Soto;Point(-93.513888888 31.853333333);;participant;;United States;Battle of Pleasant Hill;;American Civil War;;DeSoto Parish
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4842568;Incidente da Bahia;escaramuça;;;1864-10-07T00:00:00Z;;;1864;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q7231258;Porto de Salvador;Point(-38.59722222 -12.85416667);;participant;;United States;Bahia incident;;American Civil War;;Port of Salvador
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871038;Battle of Fort Buchanan;batalha;;;1865-02-17T00:00:00Z;;;1865;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q376168;Fort Buchanan;Point(-110.70694444 31.6575);;participant;;United States;Battle of Fort Buchanan;;Apache Wars;;Fort Buchanan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2313310;Battle of Selma;batalha;;;1865-04-02T00:00:00Z;;;1865;;;http://www.wikidata.org/entity/Q8676;Guerra de Secessão;;;http://www.wikidata.org/entity/Q488847;Condado de Dallas;Point(-87.0237 32.424);;participant;;United States;Battle of Selma;;American Civil War;;Dallas County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4873028;Battle of the Tongue River;batalha;;;1865-08-29T00:00:00Z;;;1865;;;http://www.wikidata.org/entity/Q849680;Guerras indígenas nos Estados Unidos;;;http://www.wikidata.org/entity/Q1028743;Ranchester;Point(-107.162704 44.905542);;participant;;United States;Battle of the Tongue River;;American Indian Wars;;Ranchester
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871963;Battle of Owyhee River;batalha;;;1866-12-26T00:00:00Z;;;1866;;;;;;;http://www.wikidata.org/entity/Q495414;condado de Malheur;;;participant;;United States;Battle of Owyhee River;;;;Malheur County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872438;Battle of Steen's Mountain;batalha;;;1867-01-29T00:00:00Z;;;1867;;;;;;;http://www.wikidata.org/entity/Q5000076;Burns Junction;;;participant;;United States;Battle of Steen's Mountain;;;;Burns Junction
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4087340;Battle of Summit Springs;batalha;;;1869-07-11T00:00:00Z;;;1869;;;http://www.wikidata.org/entity/Q5150511;Comanche Campaign;;;http://www.wikidata.org/entity/Q312487;condado de Washington;Point(-103.139225 40.43284167);;participant;;United States;Battle of Summit Springs;;Comanche Campaign;;Washington County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q42326778;Kake War;guerra;;;1869-02-01T00:00:00Z;;;1869;;;http://www.wikidata.org/entity/Q842944;Departamento do Alasca;;;http://www.wikidata.org/entity/Q79533;Kake;Point(-133.933888888 56.970833333);;participant;;United States;Kake War;;Department of Alaska;;Kake
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870510;Battle of Boca Teacapan;batalha;;;1870-06-17T00:00:00Z;;;1870;;;http://www.wikidata.org/entity/Q45393;pirataria marítima;;;http://www.wikidata.org/entity/Q4936115;Boca Teacapan;;;participant;;United States;Battle of Boca Teacapan;;sea piracy;;Boca Teacapan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870495;Battle of Blanco Canyon;batalha;;;1871-10-10T00:00:00Z;;;1871;;;http://www.wikidata.org/entity/Q5150511;Comanche Campaign;;;;;Point(-101.176 33.6644);;participant;;United States;Battle of Blanco Canyon;;Comanche Campaign;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4438364;Battle of Lost River;batalha;;;1872-11-29T00:00:00Z;;;1872;;;http://www.wikidata.org/entity/Q2635052;Guerra Modoc;;;http://www.wikidata.org/entity/Q3259830;Lost River;Point(-121.524 41.996);;participant;;United States;Battle of Lost River;;Modoc War;;Lost River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872248;Battle of Salt River Canyon;batalha;;;1872-12-28T00:00:00Z;;;1872;;;http://www.wikidata.org/entity/Q8050376;Yavapai War;;;http://www.wikidata.org/entity/Q1341271;Salt River;Point(-111.3659 33.5826);;participant;;United States;Battle of Salt River Canyon;;Yavapai War;;Salt River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872975;Battle of the North Fork of the Red River;batalha;;;1872-09-28T00:00:00Z;;;1872;;;http://www.wikidata.org/entity/Q849680;Guerras indígenas nos Estados Unidos;;;;;Point(-100.672 35.4116);;participant;;United States;Battle of the North Fork of the Red River;;American Indian Wars;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870930;Battle of Dry Lake;batalha;;;1873-05-10T00:00:00Z;;;1873;;;http://www.wikidata.org/entity/Q2635052;Guerra Modoc;;;http://www.wikidata.org/entity/Q1476014;Lava Beds National Monument;Point(-121.3 41.7);;participant;;United States;Battle of Dry Lake;;Modoc War;;Lava Beds National Monument
